"Train","Validation","K","G","model_type","n_rbf","lambda","c","poly","auc","mad.auc.","ams","mad.ams."
"t","b",10,3,"logistic_model",1,0.00316227766016838,NA,1,0.82013523418772,0.0542461283817678,1.93232314630496,0.885245212283597
"t","b",10,3,"logistic_model",2,0.00316227766016838,NA,1,0.820222269641495,0.0498811974639561,1.94151610866373,0.940964566362341
"t","b",10,3,"logistic_model",0,0.1,NA,1,0.820132755450019,0.0538352360278414,1.93063794658482,0.910265452932707
"t","b",10,3,"logistic_model",3,0.00316227766016838,NA,1,0.82013523418772,0.0542461283817678,1.93232314630496,0.885245212283597
"t","b",10,3,"logistic_model",1,0.1,NA,1,0.82013101593808,0.0542547064970502,1.9322988005705,0.884829895709214
"t","b",10,3,"logistic_model",0,3.16227766016838,NA,1,0.820167624551107,0.0538600766797122,1.93862847691333,0.904440031450084
"t","b",10,3,"logistic_model",2,0.1,NA,1,0.82013101593808,0.0542547064970502,1.9322988005705,0.884829895709214
"t","b",10,3,"logistic_model",3,0.1,NA,1,0.82013101593808,0.0542547064970502,1.9322988005705,0.884829895709214
"t","b",10,3,"logistic_model",1,3.16227766016838,NA,1,0.820134380287476,0.0542303516216797,1.93147911771176,0.889522781598595
"t","b",10,3,"logistic_model",0,100,NA,1,0.81912209785696,0.0506157242718676,1.89783126448113,0.960486170206173
"t","b",10,3,"logistic_model",2,3.16227766016838,NA,1,0.820134380287476,0.0542303516216797,1.93147911771176,0.889522781598595
"t","b",10,3,"logistic_model",1,100,NA,1,0.819121951986511,0.0535228277501731,1.8928673230854,0.947312151173568
"t","b",10,3,"logistic_model",3,3.16227766016838,NA,1,0.820134380287476,0.0542303516216797,1.93147911771176,0.889522781598595
"t","b",10,3,"logistic_model",4,1e-04,1,1,0.820106112928514,0.0520588343730498,1.93461961320999,0.913606854958862
"t","b",10,3,"logistic_model",2,100,NA,1,0.819121951986511,0.0535228277501731,1.8928673230854,0.947312151173568
"t","b",10,3,"logistic_model",3,100,NA,1,0.819121951986511,0.0535228277501731,1.8928673230854,0.947312151173568
"t","b",10,3,"logistic_model",5,1e-04,1,1,0.820134018728988,0.0542548487491353,1.93227670572393,0.886068069821148
"t","b",10,3,"logistic_model",4,0.00316227766016838,NA,1,0.82013523418772,0.0542461283817678,1.93232314630496,0.885245212283597
"t","b",10,3,"logistic_model",5,0.00316227766016838,NA,1,0.82013523418772,0.0542461283817678,1.93232314630496,0.885245212283597
"t","b",10,3,"logistic_model",4,0.1,NA,1,0.82013101593808,0.0542547064970502,1.9322988005705,0.884829895709214
"t","b",10,3,"logistic_model",5,0.1,NA,1,0.82013101593808,0.0542547064970502,1.9322988005705,0.884829895709214
"t","b",10,3,"logistic_model",4,3.16227766016838,NA,1,0.820134380287476,0.0542303516216797,1.93147911771176,0.889522781598595
"t","b",10,3,"logistic_model",4,100,NA,1,0.819121951986511,0.0535228277501731,1.8928673230854,0.947312151173568
"t","b",10,3,"logistic_model",5,3.16227766016838,NA,1,0.820134380287476,0.0542303516216797,1.93147911771176,0.889522781598595
"t","b",10,3,"logistic_model",5,100,NA,1,0.819121951986511,0.0535228277501731,1.8928673230854,0.947312151173568
"t","b",10,3,"logistic_model",0,0.01,1,1,0.820146655268906,0.0566372943180319,1.93300110898142,0.917727533719132
"t","b",10,3,"logistic_model",1,0.01,1,1,0.82011023477009,0.0517696274607311,1.93355941564292,0.906548508158589
"t","b",10,3,"logistic_model",2,0.01,1,1,0.820195577076759,0.057643415870662,1.93442929565124,0.915667773490907
"t","b",10,3,"logistic_model",3,0.01,1,1,0.820121347873939,0.0483434462980727,1.93608715982454,0.905022564634293
"t","b",10,3,"logistic_model",0,0.0215443469003188,NA,1,0.820121161240852,0.053865661359864,1.93467366574688,0.914489502194059
"t","b",10,3,"logistic_model",1,0.0215443469003188,NA,1,0.820137107747727,0.054255033610526,1.93232002930352,0.885245212283597
"t","b",10,3,"logistic_model",2,0.0215443469003188,NA,1,0.820137107747727,0.054255033610526,1.93232002930352,0.885245212283597
"t","b",10,3,"logistic_model",0,0.0464158883361278,NA,1,0.820162429364315,0.0542278521547158,1.93436936963995,0.920015025663822
"t","b",10,3,"logistic_model",3,0.0215443469003188,NA,1,0.820220725484379,0.049872399611615,1.94143196248359,0.940644436253483
"t","b",10,3,"logistic_model",1,0.0464158883361278,NA,1,0.820136362754038,0.0542638238203145,1.93232239581567,0.884829895709214
"t","b",10,3,"logistic_model",0,0.1,NA,1,0.820122020197129,0.0517844050565309,1.93359564287583,0.886160528446794
"t","b",10,3,"logistic_model",2,0.0464158883361278,NA,1,0.820136362754038,0.0542638238203145,1.93232239581567,0.884829895709214
"t","b",10,3,"logistic_model",3,0.0464158883361278,NA,1,0.820136362754038,0.0542638238203145,1.93232239581567,0.884829895709214
"t","b",10,3,"logistic_model",1,0.1,NA,1,0.82013101593808,0.0542547064970502,1.9322988005705,0.884829895709214
"t","b",10,3,"logistic_model",0,0.215443469003188,NA,1,0.820146840036499,0.0537298227250607,1.93648909504321,0.899559563828862
"t","b",10,3,"logistic_model",2,0.1,NA,1,0.82013101593808,0.0542547064970502,1.9322988005705,0.884829895709214
"t","b",10,3,"logistic_model",0,0.464158883361278,NA,1,0.820161207181216,0.0507741289638,1.93688408939416,0.904170651874916
"t","b",10,3,"logistic_model",1,0.215443469003188,NA,1,0.820126405777199,0.0542989328507777,1.93240236512133,0.885631974565515
"t","b",10,3,"logistic_model",3,0.1,NA,1,0.82013101593808,0.0542547064970502,1.9322988005705,0.884829895709214
"t","b",10,3,"logistic_model",0,1,NA,1,0.820132261308556,0.0556189497353433,1.9358140161847,0.911891443980241
"t","b",10,3,"logistic_model",2,0.215443469003188,NA,1,0.820126405777199,0.0542989328507777,1.93240236512133,0.885631974565515
"t","b",10,3,"logistic_model",1,0.464158883361278,NA,1,0.82012416155801,0.0543605833608824,1.93227702166748,0.886433706601462
"t","b",10,3,"logistic_model",0,2.15443469003188,NA,1,0.820089771776845,0.0530206169532049,1.92845761599792,0.919815644235885
"t","b",10,3,"logistic_model",3,0.215443469003188,NA,1,0.820126405777199,0.0542989328507777,1.93240236512133,0.885631974565515
"t","b",10,3,"logistic_model",2,0.464158883361278,NA,1,0.82012416155801,0.0543605833608824,1.93227702166748,0.886433706601462
"t","b",10,3,"logistic_model",1,1,NA,1,0.820124089419714,0.0543352116512477,1.93199382659646,0.887180560516323
"t","b",10,3,"logistic_model",0,4.64158883361278,NA,1,0.820150741754816,0.0543663063029341,1.92845416059546,0.914066344794649
"t","b",10,3,"logistic_model",3,0.464158883361278,NA,1,0.82012416155801,0.0543605833608824,1.93227702166748,0.886433706601462
"t","b",10,3,"logistic_model",1,2.15443469003188,NA,1,0.820136347782788,0.0542556449045218,1.9315186157955,0.888003711848205
"t","b",10,3,"logistic_model",2,1,NA,1,0.820124089419714,0.0543352116512477,1.93199382659646,0.887180560516323
"t","b",10,3,"logistic_model",0,10,NA,1,0.820129029790683,0.0511211449869628,1.92642962729524,0.911931399828555
"t","b",10,3,"logistic_model",1,4.64158883361278,NA,1,0.8201371413755,0.0540616701383674,1.93220435574035,0.893122449900429
"t","b",10,3,"logistic_model",2,2.15443469003188,NA,1,0.820136347782788,0.0542556449045218,1.9315186157955,0.888003711848205
"t","b",10,3,"logistic_model",3,1,NA,1,0.820124089419714,0.0543352116512477,1.93199382659646,0.887180560516323
"t","b",10,3,"logistic_model",4,0.01,1,1,0.820128601764684,0.0524053710418035,1.93352923065986,0.913415283537339
"t","b",10,3,"logistic_model",1,10,NA,1,0.820147167929188,0.0538594346680485,1.9298361379133,0.907877366697004
"t","b",10,3,"logistic_model",2,4.64158883361278,NA,1,0.8201371413755,0.0540616701383674,1.93220435574035,0.893122449900429
"t","b",10,3,"logistic_model",3,2.15443469003188,NA,1,0.820136347782788,0.0542556449045218,1.9315186157955,0.888003711848205
"t","b",10,3,"logistic_model",4,0.0215443469003188,NA,1,0.820137107747727,0.054255033610526,1.93232002930352,0.885245212283597
"t","b",10,3,"logistic_model",2,10,NA,1,0.820147167929188,0.0538594346680485,1.9298361379133,0.907877366697004
"t","b",10,3,"logistic_model",5,0.01,1,1,0.82013556711502,0.0542461283817678,1.93231994891651,0.885245212283597
"t","b",10,3,"logistic_model",3,4.64158883361278,NA,1,0.8201371413755,0.0540616701383674,1.93220435574035,0.893122449900429
"t","b",10,3,"logistic_model",4,0.0464158883361278,NA,1,0.820136362754038,0.0542638238203145,1.93232239581567,0.884829895709214
"t","b",10,3,"logistic_model",3,10,NA,1,0.820147167929188,0.0538594346680485,1.9298361379133,0.907877366697004
"t","b",10,3,"logistic_model",5,0.0215443469003188,NA,1,0.820137107747727,0.054255033610526,1.93232002930352,0.885245212283597
"t","b",10,3,"logistic_model",4,0.1,NA,1,0.82013101593808,0.0542547064970502,1.9322988005705,0.884829895709214
"t","b",10,3,"logistic_model",5,0.0464158883361278,NA,1,0.820136362754038,0.0542638238203145,1.93232239581567,0.884829895709214
"t","b",10,3,"logistic_model",4,0.215443469003188,NA,1,0.820126405777199,0.0542989328507777,1.93240236512133,0.885631974565515
"t","b",10,3,"logistic_model",5,0.1,NA,1,0.82013101593808,0.0542547064970502,1.9322988005705,0.884829895709214
"t","b",10,3,"logistic_model",4,0.464158883361278,NA,1,0.82012416155801,0.0543605833608824,1.93227702166748,0.886433706601462
"t","b",10,3,"logistic_model",5,0.215443469003188,NA,1,0.820126405777199,0.0542989328507777,1.93240236512133,0.885631974565515
"t","b",10,3,"logistic_model",4,1,NA,1,0.820124089419714,0.0543352116512477,1.93199382659646,0.887180560516323
"t","b",10,3,"logistic_model",5,0.464158883361278,NA,1,0.82012416155801,0.0543605833608824,1.93227702166748,0.886433706601462
"t","b",10,3,"logistic_model",4,2.15443469003188,NA,1,0.820136347782788,0.0542556449045218,1.9315186157955,0.888003711848205
"t","b",10,3,"logistic_model",4,4.64158883361278,NA,1,0.8201371413755,0.0540616701383674,1.93220435574035,0.893122449900429
"t","b",10,3,"logistic_model",5,1,NA,1,0.820124089419714,0.0543352116512477,1.93199382659646,0.887180560516323
"t","b",10,3,"logistic_model",4,10,NA,1,0.820147167929188,0.0538594346680485,1.9298361379133,0.907877366697004
"t","b",10,3,"logistic_model",5,2.15443469003188,NA,1,0.820136347782788,0.0542556449045218,1.9315186157955,0.888003711848205
"t","b",10,3,"logistic_model",5,4.64158883361278,NA,1,0.8201371413755,0.0540616701383674,1.93220435574035,0.893122449900429
"t","b",10,3,"logistic_model",5,10,NA,1,0.820147167929188,0.0538594346680485,1.9298361379133,0.907877366697004
"t","b",10,3,"logistic_model",0,0.01,1,2,0.822419855933059,0.0187830229858443,1.87296151314453,0.864542602981181
"t","b",10,3,"logistic_model",1,0.01,1,2,0.822421863484135,0.0175722551683144,1.86076868266969,0.878484892757216
"t","b",10,3,"logistic_model",2,0.01,1,2,0.822444034447009,0.0174318478526984,1.87859031423394,0.893931068238033
"t","b",10,3,"logistic_model",3,0.01,1,2,0.822444047611895,0.0189591907451397,1.87585561977869,0.891253182655104
"t","b",10,3,"logistic_model",0,0.0215443469003188,NA,2,0.822497548008757,0.0181903875510052,1.86706843622158,0.891307984920143
"t","b",10,3,"logistic_model",1,0.0215443469003188,NA,2,0.822429622360948,0.0186417611198114,1.86727297988009,0.893220967645116
"t","b",10,3,"logistic_model",2,0.0215443469003188,NA,2,0.822429622360948,0.0186417611198114,1.86727297988009,0.893220967645116
"t","b",10,3,"logistic_model",0,0.0464158883361278,NA,2,0.822452805497958,0.0220313182241218,1.86565055548619,0.888333986297865
"t","b",10,3,"logistic_model",3,0.0215443469003188,NA,2,0.822481394307243,0.0171824506102021,1.87069263509799,0.891151701629202
"t","b",10,3,"logistic_model",1,0.0464158883361278,NA,2,0.822428198315381,0.0186419963203312,1.86739846717588,0.893771286983584
"t","b",10,3,"logistic_model",0,0.1,NA,2,0.822438068372352,0.0206928482833172,1.87528041191949,0.91583151731065
"t","b",10,3,"logistic_model",2,0.0464158883361278,NA,2,0.822428198315381,0.0186419963203312,1.86739846717588,0.893771286983584
"t","b",10,3,"logistic_model",3,0.0464158883361278,NA,2,0.822424012153343,0.0185006627057963,1.87205635995058,0.863281305564237
"t","b",10,3,"logistic_model",1,0.1,NA,2,0.822435052990578,0.0186332414065414,1.86765450921892,0.893220967645116
"t","b",10,3,"logistic_model",0,0.215443469003188,NA,2,0.822319713576066,0.0171416574373541,1.87101827235257,0.922102353654052
"t","b",10,3,"logistic_model",2,0.1,NA,2,0.822435052990578,0.0186332414065414,1.86765450921892,0.893220967645116
"t","b",10,3,"logistic_model",0,0.464158883361278,NA,2,0.822390568508147,0.0172489912537777,1.87660587654141,0.881072397015036
"t","b",10,3,"logistic_model",1,0.215443469003188,NA,2,0.822416538759944,0.0186515018251701,1.86863622127106,0.901869341459568
"t","b",10,3,"logistic_model",3,0.1,NA,2,0.822435052990578,0.0186332414065414,1.86765450921892,0.893220967645116
"t","b",10,3,"logistic_model",2,0.215443469003188,NA,2,0.822416538759944,0.0186515018251701,1.86863622127106,0.901869341459568
"t","b",10,3,"logistic_model",0,1,NA,2,0.822285011237395,0.0176599974086015,1.87244313156296,0.886497075065051
"t","b",10,3,"logistic_model",1,0.464158883361278,NA,2,0.822366414670155,0.0187039297940183,1.86891348754718,0.900154624326018
"t","b",10,3,"logistic_model",3,0.215443469003188,NA,2,0.822416538759944,0.0186515018251701,1.86863622127106,0.901869341459568
"t","b",10,3,"logistic_model",0,2.15443469003188,NA,2,0.822114497004356,0.0181623115643482,1.87173946571091,0.911240763241136
"t","b",10,3,"logistic_model",2,0.464158883361278,NA,2,0.822366414670155,0.0187039297940183,1.86891348754718,0.900154624326018
"t","b",10,3,"logistic_model",1,1,NA,2,0.822265483512159,0.0188354706139725,1.86967276000692,0.909284938033281
"t","b",10,3,"logistic_model",0,4.64158883361278,NA,2,0.821811376030128,0.0216083481955335,1.86671884637859,0.897145834760011
"t","b",10,3,"logistic_model",3,0.464158883361278,NA,2,0.822366414670155,0.0187039297940183,1.86891348754718,0.900154624326018
"t","b",10,3,"logistic_model",1,2.15443469003188,NA,2,0.822095395765968,0.0187478991205771,1.86918756334828,0.898114999026813
"t","b",10,3,"logistic_model",2,1,NA,2,0.822265483512159,0.0188354706139725,1.86967276000692,0.909284938033281
"t","b",10,3,"logistic_model",0,10,NA,2,0.821473296830428,0.0180793815245506,1.87123434874484,0.883345825440335
"t","b",10,3,"logistic_model",1,4.64158883361278,NA,2,0.821828958309191,0.0187214762907417,1.86791855655406,0.895325473413147
"t","b",10,3,"logistic_model",3,1,NA,2,0.822265483512159,0.0188354706139725,1.86967276000692,0.909284938033281
"t","b",10,3,"logistic_model",2,2.15443469003188,NA,2,0.822095395765968,0.0187478991205771,1.86918756334828,0.898114999026813
"t","b",10,3,"logistic_model",4,0.01,1,2,0.822485654334407,0.016964873333533,1.87511450194478,0.878906851180824
"t","b",10,3,"logistic_model",1,10,NA,2,0.821547249579129,0.0186967953196927,1.8631717794185,0.89289862551344
"t","b",10,3,"logistic_model",2,4.64158883361278,NA,2,0.821828958309191,0.0187214762907417,1.86791855655406,0.895325473413147
"t","b",10,3,"logistic_model",3,2.15443469003188,NA,2,0.822095395765968,0.0187478991205771,1.86918756334828,0.898114999026813
"t","b",10,3,"logistic_model",4,0.0215443469003188,NA,2,0.822429622360948,0.0186417611198114,1.86727297988009,0.893220967645116
"t","b",10,3,"logistic_model",2,10,NA,2,0.821547249579129,0.0186967953196927,1.8631717794185,0.89289862551344
"t","b",10,3,"logistic_model",5,0.01,1,2,0.822434465826673,0.0186686503518545,1.86725766980329,0.893220967645116
"t","b",10,3,"logistic_model",3,4.64158883361278,NA,2,0.821828958309191,0.0187214762907417,1.86791855655406,0.895325473413147
"t","b",10,3,"logistic_model",4,0.0464158883361278,NA,2,0.822428198315381,0.0186419963203312,1.86739846717588,0.893771286983584
"t","b",10,3,"logistic_model",3,10,NA,2,0.821547249579129,0.0186967953196927,1.8631717794185,0.89289862551344
"t","b",10,3,"logistic_model",5,0.0215443469003188,NA,2,0.822429622360948,0.0186417611198114,1.86727297988009,0.893220967645116
"t","b",10,3,"logistic_model",4,0.1,NA,2,0.822435052990578,0.0186332414065414,1.86765450921892,0.893220967645116
"t","b",10,3,"logistic_model",5,0.0464158883361278,NA,2,0.822428198315381,0.0186419963203312,1.86739846717588,0.893771286983584
"t","b",10,3,"logistic_model",4,0.215443469003188,NA,2,0.822416538759944,0.0186515018251701,1.86863622127106,0.901869341459568
"t","b",10,3,"logistic_model",5,0.1,NA,2,0.822435052990578,0.0186332414065414,1.86765450921892,0.893220967645116
"t","b",10,3,"logistic_model",4,0.464158883361278,NA,2,0.822366414670155,0.0187039297940183,1.86891348754718,0.900154624326018
"t","b",10,3,"logistic_model",5,0.215443469003188,NA,2,0.822416538759944,0.0186515018251701,1.86863622127106,0.901869341459568
"t","b",10,3,"logistic_model",4,1,NA,2,0.822265483512159,0.0188354706139725,1.86967276000692,0.909284938033281
"t","b",10,3,"logistic_model",5,0.464158883361278,NA,2,0.822366414670155,0.0187039297940183,1.86891348754718,0.900154624326018
"t","b",10,3,"logistic_model",4,2.15443469003188,NA,2,0.822095395765968,0.0187478991205771,1.86918756334828,0.898114999026813
"t","b",10,3,"logistic_model",5,1,NA,2,0.822265483512159,0.0188354706139725,1.86967276000692,0.909284938033281
"t","b",10,3,"logistic_model",4,4.64158883361278,NA,2,0.821828958309191,0.0187214762907417,1.86791855655406,0.895325473413147
"t","b",10,3,"logistic_model",5,2.15443469003188,NA,2,0.822095395765968,0.0187478991205771,1.86918756334828,0.898114999026813
"t","b",10,3,"logistic_model",4,10,NA,2,0.821547249579129,0.0186967953196927,1.8631717794185,0.89289862551344
"t","b",10,3,"logistic_model",5,4.64158883361278,NA,2,0.821828958309191,0.0187214762907417,1.86791855655406,0.895325473413147
"t","b",10,3,"logistic_model",5,10,NA,2,0.821547249579129,0.0186967953196927,1.8631717794185,0.89289862551344
"t","b",10,3,"logistic_model",0,0.01,1,3,0.810415577188432,0.06207336718823,1.90094889657712,0.892038916965888
"t","b",10,3,"logistic_model",1,0.01,1,3,0.810384828506682,0.0585768255032903,1.9065402565114,0.872052748254182
"t","b",10,3,"logistic_model",2,0.01,1,3,0.810443813948619,0.0616182297164473,1.89832556090471,0.864100047522407
"t","b",10,3,"logistic_model",3,0.01,1,3,0.810390714311088,0.0624372186191016,1.89715964218307,0.85991191941756
"t","b",10,3,"logistic_model",0,0.0215443469003188,NA,3,0.810340297664385,0.0607456295914347,1.90589934613597,0.883334482552339
"t","b",10,3,"logistic_model",1,0.0215443469003188,NA,3,0.810406502040123,0.0614527594045007,1.89950036319696,0.866335867983979
"t","b",10,3,"logistic_model",2,0.0215443469003188,NA,3,0.810406502040123,0.0614527594045007,1.89950036319696,0.866335867983979
"t","b",10,3,"logistic_model",0,0.0464158883361278,NA,3,0.810332925780535,0.0599875523855202,1.89034727807402,0.877713300514512
"t","b",10,3,"logistic_model",3,0.0215443469003188,NA,3,0.810415316206893,0.0608591326022202,1.89703700083967,0.897597867462713
"t","b",10,3,"logistic_model",1,0.0464158883361278,NA,3,0.810405055619534,0.0614439001898164,1.89945136785592,0.866335867983979
"t","b",10,3,"logistic_model",0,0.1,NA,3,0.810415140183176,0.063946333711903,1.89062677179894,0.873412591449739
"t","b",10,3,"logistic_model",2,0.0464158883361278,NA,3,0.810405055619534,0.0614439001898164,1.89945136785592,0.866335867983979
"t","b",10,3,"logistic_model",3,0.0464158883361278,NA,3,0.810405055619534,0.0614439001898164,1.89945136785592,0.866335867983979
"t","b",10,3,"logistic_model",0,0.215443469003188,NA,3,0.810372580966608,0.0641136694815034,1.89626691375939,0.857745242633342
