"Train","Validation","K","G","model_type","n_rbf","lambda","c","poly","auc","mad.auc.","ams","mad.ams."
"t","b",10,3,"logistic_model",3,0.00782032853735237,NA,1,0.81988448555031,0.053992631056585,1.93231994891651,0.124072278213396
"t","b",10,3,"logistic_model",1,0.0447213595499958,NA,1,0.819886353614712,0.0539926313834319,1.93232551761112,0.124115333664732
"t","b",10,3,"logistic_model",0,0.255743731282818,NA,1,0.819854124707076,0.0550911509043378,1.93220403745272,0.12480437437629
"t","b",10,3,"logistic_model",2,0.018701222535386,NA,1,0.819886533214852,0.0540230863137369,1.93232005208036,0.124123149002
"t","b",10,3,"logistic_model",0,0.611575384321278,NA,1,0.819927426234527,0.0548387886347912,1.93524817879194,0.133927936578745
"t","b",10,3,"logistic_model",1,0.106944880005339,NA,1,0.819886962769,0.0539773437057774,1.93228383700503,0.124187698215079
"t","b",10,3,"logistic_model",3,0.018701222535386,NA,1,0.819886533214852,0.0540230863137369,1.93232005208036,0.124123149002
"t","b",10,3,"logistic_model",2,0.0447213595499958,NA,1,0.819886353614712,0.0539926313834319,1.93232551761112,0.124115333664732
"t","b",10,3,"logistic_model",0,1.46249704276856,NA,1,0.81986194101268,0.0604586413941797,1.9322387303587,0.111950823759605
"t","b",10,3,"logistic_model",1,0.255743731282818,NA,1,0.819886989706896,0.0540536438756845,1.9324890980448,0.123429677197057
"t","b",10,3,"logistic_model",2,0.106944880005339,NA,1,0.819886962769,0.0539773437057774,1.93228383700503,0.124187698215079
"t","b",10,3,"logistic_model",3,0.0447213595499958,NA,1,0.819886353614712,0.0539926313834319,1.93232551761112,0.124115333664732
"t","b",10,3,"logistic_model",0,3.49735724318028,NA,1,0.819866118036627,0.050974268905066,1.93445491793332,0.141149376125007
"t","b",10,3,"logistic_model",1,0.611575384321278,NA,1,0.8198908115417,0.0540539867576281,1.93208860260611,0.123367374039301
"t","b",10,3,"logistic_model",0,8.36344097029479,NA,1,0.819887703074738,0.0530433933015896,1.93335857622939,0.121020342260777
"t","b",10,3,"logistic_model",2,0.255743731282818,NA,1,0.819886989706896,0.0540536438756845,1.9324890980448,0.123429677197057
"t","b",10,3,"logistic_model",3,0.106944880005339,NA,1,0.819886962769,0.0539773437057774,1.93228383700503,0.124187698215079
"t","b",10,3,"logistic_model",1,1.46249704276856,NA,1,0.819888434302532,0.053993100673284,1.9319229751225,0.122966476057221
"t","b",10,3,"logistic_model",0,20,NA,1,0.819793982737888,0.0533064073040582,1.92692571971075,0.119801159743104
"t","b",10,3,"logistic_model",2,0.611575384321278,NA,1,0.8198908115417,0.0540539867576281,1.93208860260611,0.123367374039301
"t","b",10,3,"logistic_model",1,3.49735724318028,NA,1,0.819879646976871,0.0539309995247368,1.93239585142137,0.122173222272546
"t","b",10,3,"logistic_model",3,0.255743731282818,NA,1,0.819886989706896,0.0540536438756845,1.9324890980448,0.123429677197057
"t","b",10,3,"logistic_model",4,1e-04,1,1,0.819864406915929,0.0540642081454613,1.93344779217421,0.118463179052225
"t","b",10,3,"logistic_model",2,1.46249704276856,NA,1,0.819888434302532,0.053993100673284,1.9319229751225,0.122966476057221
"t","b",10,3,"logistic_model",1,8.36344097029479,NA,1,0.819855551952954,0.0539774473578906,1.92977034778353,0.118361410975072
"t","b",10,3,"logistic_model",3,0.611575384321278,NA,1,0.8198908115417,0.0540539867576281,1.93208860260611,0.123367374039301
"t","b",10,3,"logistic_model",1,20,NA,1,0.819788581231115,0.0541777092861295,1.92421449995088,0.114642210367146
"t","b",10,3,"logistic_model",2,3.49735724318028,NA,1,0.819879646976871,0.0539309995247368,1.93239585142137,0.122173222272546
"t","b",10,3,"logistic_model",4,0.000239136021537497,NA,1,0.819885820388472,0.053992631056585,1.93227808456182,0.123671065837663
"t","b",10,3,"logistic_model",3,1.46249704276856,NA,1,0.819888434302532,0.053993100673284,1.9319229751225,0.122966476057221
"t","b",10,3,"logistic_model",2,8.36344097029479,NA,1,0.819855551952954,0.0539774473578906,1.92977034778353,0.118361410975072
"t","b",10,3,"logistic_model",4,0.000571860367967822,NA,1,0.819885122386052,0.053992631056585,1.93227836850423,0.123671065837663
"t","b",10,3,"logistic_model",5,1e-04,1,1,0.819885814520841,0.053992631056585,1.93227670572393,0.12367872674485
"t","b",10,3,"logistic_model",3,3.49735724318028,NA,1,0.819879646976871,0.0539309995247368,1.93239585142137,0.122173222272546
"t","b",10,3,"logistic_model",2,20,NA,1,0.819788581231115,0.0541777092861295,1.92421449995088,0.114642210367146
"t","b",10,3,"logistic_model",4,0.00136752413270794,NA,1,0.819885122386052,0.053992631056585,1.93233042710271,0.124042788801107
"t","b",10,3,"logistic_model",5,0.000239136021537497,NA,1,0.819885820388472,0.053992631056585,1.93227808456182,0.123671065837663
"t","b",10,3,"logistic_model",3,8.36344097029479,NA,1,0.819855551952954,0.0539774473578906,1.92977034778353,0.118361410975072
"t","b",10,3,"logistic_model",4,0.00327024280452292,NA,1,0.819885122386052,0.053992631056585,1.93232314630496,0.124081974427596
"t","b",10,3,"logistic_model",3,20,NA,1,0.819788581231115,0.0541777092861295,1.92421449995088,0.114642210367146
"t","b",10,3,"logistic_model",5,0.000571860367967822,NA,1,0.819885122386052,0.053992631056585,1.93227836850423,0.123671065837663
"t","b",10,3,"logistic_model",4,0.00782032853735237,NA,1,0.81988448555031,0.053992631056585,1.93231994891651,0.124072278213396
"t","b",10,3,"logistic_model",5,0.00136752413270794,NA,1,0.819885122386052,0.053992631056585,1.93233042710271,0.124042788801107
"t","b",10,3,"logistic_model",4,0.018701222535386,NA,1,0.819886533214852,0.0540230863137369,1.93232005208036,0.124123149002
"t","b",10,3,"logistic_model",5,0.00327024280452292,NA,1,0.819885122386052,0.053992631056585,1.93232314630496,0.124081974427596
"t","b",10,3,"logistic_model",4,0.0447213595499958,NA,1,0.819886353614712,0.0539926313834319,1.93232551761112,0.124115333664732
"t","b",10,3,"logistic_model",5,0.00782032853735237,NA,1,0.81988448555031,0.053992631056585,1.93231994891651,0.124072278213396
"t","b",10,3,"logistic_model",4,0.106944880005339,NA,1,0.819886962769,0.0539773437057774,1.93228383700503,0.124187698215079
"t","b",10,3,"logistic_model",5,0.018701222535386,NA,1,0.819886533214852,0.0540230863137369,1.93232005208036,0.124123149002
"t","b",10,3,"logistic_model",4,0.255743731282818,NA,1,0.819886989706896,0.0540536438756845,1.9324890980448,0.123429677197057
"t","b",10,3,"logistic_model",5,0.0447213595499958,NA,1,0.819886353614712,0.0539926313834319,1.93232551761112,0.124115333664732
"t","b",10,3,"logistic_model",4,0.611575384321278,NA,1,0.8198908115417,0.0540539867576281,1.93208860260611,0.123367374039301
"t","b",10,3,"logistic_model",5,0.106944880005339,NA,1,0.819886962769,0.0539773437057774,1.93228383700503,0.124187698215079
"t","b",10,3,"logistic_model",4,1.46249704276856,NA,1,0.819888434302532,0.053993100673284,1.9319229751225,0.122966476057221
"t","b",10,3,"logistic_model",4,3.49735724318028,NA,1,0.819879646976871,0.0539309995247368,1.93239585142137,0.122173222272546
"t","b",10,3,"logistic_model",5,0.255743731282818,NA,1,0.819886989706896,0.0540536438756845,1.9324890980448,0.123429677197057
"t","b",10,3,"logistic_model",4,8.36344097029479,NA,1,0.819855551952954,0.0539774473578906,1.92977034778353,0.118361410975072
"t","b",10,3,"logistic_model",5,0.611575384321278,NA,1,0.8198908115417,0.0540539867576281,1.93208860260611,0.123367374039301
"t","b",10,3,"logistic_model",4,20,NA,1,0.819788581231115,0.0541777092861295,1.92421449995088,0.114642210367146
"t","b",10,3,"logistic_model",5,1.46249704276856,NA,1,0.819888434302532,0.053993100673284,1.9319229751225,0.122966476057221
"t","b",10,3,"logistic_model",5,3.49735724318028,NA,1,0.819879646976871,0.0539309995247368,1.93239585142137,0.122173222272546
"t","b",10,3,"logistic_model",5,8.36344097029479,NA,1,0.819855551952954,0.0539774473578906,1.92977034778353,0.118361410975072
"t","b",10,3,"logistic_model",5,20,NA,1,0.819788581231115,0.0541777092861295,1.92421449995088,0.114642210367146
"t","b",10,3,"logistic_model",0,1e-04,1,2,0.868551221576603,0.00908108074444028,2.38810467655052,0.135811514234608
"t","b",10,3,"logistic_model",1,1e-04,1,2,0.868511784696644,0.00889027255516298,2.39034239154514,0.141858363605003
"t","b",10,3,"logistic_model",2,1e-04,1,2,0.86856478174682,0.0130781945671372,2.39014634905553,0.149853506749523
"t","b",10,3,"logistic_model",3,1e-04,1,2,0.868503742665953,0.0101526185628629,2.38551142685529,0.138309308408115
"t","b",10,3,"logistic_model",0,0.000239136021537497,NA,2,0.868479185758243,0.0109313801349045,2.38585731073203,0.116654223730922
"t","b",10,3,"logistic_model",1,0.000239136021537497,NA,2,0.868547017484588,0.00997334263489962,2.38562916056867,0.121536239898382
"t","b",10,3,"logistic_model",2,0.000239136021537497,NA,2,0.868547017484588,0.00997334263489962,2.38562916056867,0.121536239898382
"t","b",10,3,"logistic_model",3,0.000239136021537497,NA,2,0.868547017484588,0.00997334263489962,2.38562916056867,0.121536239898382
"t","b",10,3,"logistic_model",0,0.000571860367967822,NA,2,0.868623955170761,0.0110975976649357,2.39222230032441,0.143190870721035
"t","b",10,3,"logistic_model",1,0.000571860367967822,NA,2,0.868545743037947,0.0099731117504833,2.38612781352107,0.122353153205423
"t","b",10,3,"logistic_model",2,0.000571860367967822,NA,2,0.868545743037947,0.0099731117504833,2.38612781352107,0.122353153205423
"t","b",10,3,"logistic_model",0,0.00136752413270794,NA,2,0.868511945970067,0.00699905975331357,2.38702931332784,0.115363009616868
"t","b",10,3,"logistic_model",3,0.000571860367967822,NA,2,0.868545743037947,0.0099731117504833,2.38612781352107,0.122353153205423
"t","b",10,3,"logistic_model",1,0.00136752413270794,NA,2,0.868545020515085,0.00989713367203933,2.38641217232767,0.122177924151884
"t","b",10,3,"logistic_model",0,0.00327024280452292,NA,2,0.868476980553322,0.00677134055294911,2.40267624980414,0.156325724008087
"t","b",10,3,"logistic_model",2,0.00136752413270794,NA,2,0.868545020515085,0.00989713367203933,2.38641217232767,0.122177924151884
"t","b",10,3,"logistic_model",3,0.00136752413270794,NA,2,0.868545020515085,0.00989713367203933,2.38641217232767,0.122177924151884
"t","b",10,3,"logistic_model",1,0.00327024280452292,NA,2,0.868548408218541,0.00988191002015918,2.38650672540092,0.122620514656634
"t","b",10,3,"logistic_model",0,0.00782032853735237,NA,2,0.868560881002321,0.00991027543195081,2.39162623571936,0.127399722763942
"t","b",10,3,"logistic_model",2,0.00327024280452292,NA,2,0.868548408218541,0.00988191002015918,2.38650672540092,0.122620514656634
"t","b",10,3,"logistic_model",0,0.018701222535386,NA,2,0.868528182812949,0.00793315538822412,2.38722738458238,0.129647895882362
"t","b",10,3,"logistic_model",1,0.00782032853735237,NA,2,0.868550373035707,0.00985076824997912,2.38646104858709,0.122260438555094
"t","b",10,3,"logistic_model",3,0.00327024280452292,NA,2,0.868548408218541,0.00988191002015918,2.38650672540092,0.122620514656634
"t","b",10,3,"logistic_model",2,0.00782032853735237,NA,2,0.868550373035707,0.00985076824997912,2.38646104858709,0.122260438555094
"t","b",10,3,"logistic_model",0,0.0447213595499958,NA,2,0.868532924279336,0.00639746964748737,2.39845873506577,0.153299925519372
"t","b",10,3,"logistic_model",1,0.018701222535386,NA,2,0.868533810167615,0.00984985098675238,2.38631399585312,0.121885340665203
"t","b",10,3,"logistic_model",3,0.00782032853735237,NA,2,0.868550373035707,0.00985076824997912,2.38646104858709,0.122260438555094
"t","b",10,3,"logistic_model",0,0.106944880005339,NA,2,0.86847051424174,0.0111997231953749,2.39358381161491,0.162485849655805
"t","b",10,3,"logistic_model",2,0.018701222535386,NA,2,0.868533810167615,0.00984985098675238,2.38631399585312,0.121885340665203
"t","b",10,3,"logistic_model",1,0.0447213595499958,NA,2,0.868525369179827,0.00990923653838917,2.38584910430177,0.122866449201691
"t","b",10,3,"logistic_model",0,0.255743731282818,NA,2,0.868393051298662,0.00831547167851351,2.39384579706013,0.125073944428125
"t","b",10,3,"logistic_model",3,0.018701222535386,NA,2,0.868533810167615,0.00984985098675238,2.38631399585312,0.121885340665203
"t","b",10,3,"logistic_model",2,0.0447213595499958,NA,2,0.868525369179827,0.00990923653838917,2.38584910430177,0.122866449201691
"t","b",10,3,"logistic_model",1,0.106944880005339,NA,2,0.868493001852804,0.00993716475876537,2.38470560832805,0.121858259779519
"t","b",10,3,"logistic_model",0,0.611575384321278,NA,2,0.86817158606884,0.0129365292708243,2.39020747939536,0.142290032957747
"t","b",10,3,"logistic_model",3,0.0447213595499958,NA,2,0.868525369179827,0.00990923653838917,2.38584910430177,0.122866449201691
"t","b",10,3,"logistic_model",1,0.255743731282818,NA,2,0.868416424351601,0.00992820109854968,2.38579372803615,0.127580607908168
"t","b",10,3,"logistic_model",2,0.106944880005339,NA,2,0.868493001852804,0.00993716475876537,2.38470560832805,0.121858259779519
"t","b",10,3,"logistic_model",0,1.46249704276856,NA,2,0.867897886463604,0.0108562343802255,2.38497596667003,0.148527484082568
"t","b",10,3,"logistic_model",1,0.611575384321278,NA,2,0.868286349509848,0.00980214295724715,2.38438979134044,0.128461080505512
"t","b",10,3,"logistic_model",0,3.49735724318028,NA,2,0.867033340949799,0.00980460551189651,2.38333418606028,0.167613545420769
"t","b",10,3,"logistic_model",3,0.106944880005339,NA,2,0.868493001852804,0.00993716475876537,2.38470560832805,0.121858259779519
"t","b",10,3,"logistic_model",2,0.255743731282818,NA,2,0.868416424351601,0.00992820109854968,2.38579372803615,0.127580607908168
"t","b",10,3,"logistic_model",0,8.36344097029479,NA,2,0.865227174528894,0.0129267546452214,2.36455832364625,0.157652787220395
"t","b",10,3,"logistic_model",1,1.46249704276856,NA,2,0.867856836048479,0.00982896159461885,2.37997286031487,0.131781766141401
"t","b",10,3,"logistic_model",2,0.611575384321278,NA,2,0.868286349509848,0.00980214295724715,2.38438979134044,0.128461080505512
"t","b",10,3,"logistic_model",3,0.255743731282818,NA,2,0.868416424351601,0.00992820109854968,2.38579372803615,0.127580607908168
"t","b",10,3,"logistic_model",0,20,NA,2,0.86190900872004,0.0217743902908946,2.34782470902761,0.160576718756133
"t","b",10,3,"logistic_model",1,3.49735724318028,NA,2,0.86692806629945,0.0104487403482134,2.37236440954088,0.132632588821768
"t","b",10,3,"logistic_model",2,1.46249704276856,NA,2,0.867856836048479,0.00982896159461885,2.37997286031487,0.131781766141401
"t","b",10,3,"logistic_model",3,0.611575384321278,NA,2,0.868286349509848,0.00980214295724715,2.38438979134044,0.128461080505512
"t","b",10,3,"logistic_model",1,8.36344097029479,NA,2,0.865167144894962,0.0124765493637931,2.36389757552099,0.136896944645324
"t","b",10,3,"logistic_model",4,1e-04,1,2,0.868544325988136,0.00916703310386011,2.38651150648308,0.131620946280694
"t","b",10,3,"logistic_model",2,3.49735724318028,NA,2,0.86692806629945,0.0104487403482134,2.37236440954088,0.132632588821768
"t","b",10,3,"logistic_model",1,20,NA,2,0.861941007154244,0.0179240622053756,2.34610718489163,0.14468748292766
"t","b",10,3,"logistic_model",3,1.46249704276856,NA,2,0.867856836048479,0.00982896159461885,2.37997286031487,0.131781766141401
"t","b",10,3,"logistic_model",4,0.000239136021537497,NA,2,0.868547017484588,0.00997334263489962,2.38562916056867,0.121536239898382
"t","b",10,3,"logistic_model",2,8.36344097029479,NA,2,0.865167144894962,0.0124765493637931,2.36389757552099,0.136896944645324
"t","b",10,3,"logistic_model",3,3.49735724318028,NA,2,0.86692806629945,0.0104487403482134,2.37236440954088,0.132632588821768
"t","b",10,3,"logistic_model",5,1e-04,1,2,0.868549896802533,0.00995762736482467,2.38578315381371,0.121137497511316
"t","b",10,3,"logistic_model",2,20,NA,2,0.861941007154244,0.0179240622053756,2.34610718489163,0.14468748292766
"t","b",10,3,"logistic_model",4,0.000571860367967822,NA,2,0.868545743037947,0.0099731117504833,2.38612781352107,0.122353153205423
"t","b",10,3,"logistic_model",3,8.36344097029479,NA,2,0.865167144894962,0.0124765493637931,2.36389757552099,0.136896944645324
"t","b",10,3,"logistic_model",5,0.000239136021537497,NA,2,0.868547017484588,0.00997334263489962,2.38562916056867,0.121536239898382
"t","b",10,3,"logistic_model",4,0.00136752413270794,NA,2,0.868545020515085,0.00989713367203933,2.38641217232767,0.122177924151884
"t","b",10,3,"logistic_model",3,20,NA,2,0.861941007154244,0.0179240622053756,2.34610718489163,0.14468748292766
"t","b",10,3,"logistic_model",5,0.000571860367967822,NA,2,0.868545743037947,0.0099731117504833,2.38612781352107,0.122353153205423
"t","b",10,3,"logistic_model",4,0.00327024280452292,NA,2,0.868548408218541,0.00988191002015918,2.38650672540092,0.122620514656634
"t","b",10,3,"logistic_model",5,0.00136752413270794,NA,2,0.868545020515085,0.00989713367203933,2.38641217232767,0.122177924151884
"t","b",10,3,"logistic_model",4,0.00782032853735237,NA,2,0.868550373035707,0.00985076824997912,2.38646104858709,0.122260438555094
"t","b",10,3,"logistic_model",4,0.018701222535386,NA,2,0.868533810167615,0.00984985098675238,2.38631399585312,0.121885340665203
"t","b",10,3,"logistic_model",5,0.00327024280452292,NA,2,0.868548408218541,0.00988191002015918,2.38650672540092,0.122620514656634
"t","b",10,3,"logistic_model",4,0.0447213595499958,NA,2,0.868525369179827,0.00990923653838917,2.38584910430177,0.122866449201691
"t","b",10,3,"logistic_model",5,0.00782032853735237,NA,2,0.868550373035707,0.00985076824997912,2.38646104858709,0.122260438555094
"t","b",10,3,"logistic_model",4,0.106944880005339,NA,2,0.868493001852804,0.00993716475876537,2.38470560832805,0.121858259779519
"t","b",10,3,"logistic_model",5,0.018701222535386,NA,2,0.868533810167615,0.00984985098675238,2.38631399585312,0.121885340665203
"t","b",10,3,"logistic_model",4,0.255743731282818,NA,2,0.868416424351601,0.00992820109854968,2.38579372803615,0.127580607908168
"t","b",10,3,"logistic_model",5,0.0447213595499958,NA,2,0.868525369179827,0.00990923653838917,2.38584910430177,0.122866449201691
"t","b",10,3,"logistic_model",4,0.611575384321278,NA,2,0.868286349509848,0.00980214295724715,2.38438979134044,0.128461080505512
"t","b",10,3,"logistic_model",5,0.106944880005339,NA,2,0.868493001852804,0.00993716475876537,2.38470560832805,0.121858259779519
"t","b",10,3,"logistic_model",4,1.46249704276856,NA,2,0.867856836048479,0.00982896159461885,2.37997286031487,0.131781766141401
"t","b",10,3,"logistic_model",5,0.255743731282818,NA,2,0.868416424351601,0.00992820109854968,2.38579372803615,0.127580607908168
"t","b",10,3,"logistic_model",4,3.49735724318028,NA,2,0.86692806629945,0.0104487403482134,2.37236440954088,0.132632588821768
"t","b",10,3,"logistic_model",5,0.611575384321278,NA,2,0.868286349509848,0.00980214295724715,2.38438979134044,0.128461080505512
"t","b",10,3,"logistic_model",4,8.36344097029479,NA,2,0.865167144894962,0.0124765493637931,2.36389757552099,0.136896944645324
"t","b",10,3,"logistic_model",5,1.46249704276856,NA,2,0.867856836048479,0.00982896159461885,2.37997286031487,0.131781766141401
"t","b",10,3,"logistic_model",4,20,NA,2,0.861941007154244,0.0179240622053756,2.34610718489163,0.14468748292766
"t","b",10,3,"logistic_model",5,3.49735724318028,NA,2,0.86692806629945,0.0104487403482134,2.37236440954088,0.132632588821768
"t","b",10,3,"logistic_model",5,8.36344097029479,NA,2,0.865167144894962,0.0124765493637931,2.36389757552099,0.136896944645324
"t","b",10,3,"logistic_model",5,20,NA,2,0.861941007154244,0.0179240622053756,2.34610718489163,0.14468748292766
"t","b",10,3,"logistic_model",0,1e-04,1,3,0.875850987307472,0.00820934159197474,2.50543359429148,0.136531382396593
"t","b",10,3,"logistic_model",1,1e-04,1,3,0.875766139811548,0.00633551371201963,2.50680942965544,0.137697916213049
"t","b",10,3,"logistic_model",2,1e-04,1,3,0.875770058366932,0.00915432544244683,2.50662025371827,0.141859050614313
"t","b",10,3,"logistic_model",3,1e-04,1,3,0.875760324048803,0.0083841879572746,2.50622732403112,0.115654209679042
"t","b",10,3,"logistic_model",0,0.000239136021537497,NA,3,0.87573080780118,0.00723269313052397,2.50598789157771,0.163739062300109
"t","b",10,3,"logistic_model",1,0.000239136021537497,NA,3,0.875827502286757,0.0106655687285401,2.50676476478202,0.14540088106451
"t","b",10,3,"logistic_model",2,0.000239136021537497,NA,3,0.875827502286757,0.0106655687285401,2.50676476478202,0.14540088106451
"t","b",10,3,"logistic_model",3,0.000239136021537497,NA,3,0.875827502286757,0.0106655687285401,2.50676476478202,0.14540088106451
"t","b",10,3,"logistic_model",0,0.000571860367967822,NA,3,0.875774134167812,0.00796598962380593,2.51071799720855,0.133412613445171
"t","b",10,3,"logistic_model",1,0.000571860367967822,NA,3,0.875837895442646,0.0106654553464176,2.5065088876925,0.145648653508838
"t","b",10,3,"logistic_model",2,0.000571860367967822,NA,3,0.875837895442646,0.0106654553464176,2.5065088876925,0.145648653508838
"t","b",10,3,"logistic_model",0,0.00136752413270794,NA,3,0.875811149745746,0.00709872304000873,2.50654535121392,0.123279370622496
"t","b",10,3,"logistic_model",3,0.000571860367967822,NA,3,0.875837895442646,0.0106654553464176,2.5065088876925,0.145648653508838
"t","b",10,3,"logistic_model",1,0.00136752413270794,NA,3,0.875831076266502,0.0107429500289172,2.50634249917551,0.145728696906705
"t","b",10,3,"logistic_model",0,0.00327024280452292,NA,3,0.875859345277106,0.00507605849131496,2.50221403630074,0.121654781000431
"t","b",10,3,"logistic_model",2,0.00136752413270794,NA,3,0.875831076266502,0.0107429500289172,2.50634249917551,0.145728696906705
"t","b",10,3,"logistic_model",3,0.00136752413270794,NA,3,0.875831076266502,0.0107429500289172,2.50634249917551,0.145728696906705
"t","b",10,3,"logistic_model",1,0.00327024280452292,NA,3,0.875833915016421,0.0106674025746139,2.50607468530165,0.14658627658788
"t","b",10,3,"logistic_model",0,0.00782032853735237,NA,3,0.875835308290002,0.00780293871812329,2.5070788854059,0.169061064956398
"t","b",10,3,"logistic_model",2,0.00327024280452292,NA,3,0.875833915016421,0.0106674025746139,2.50607468530165,0.14658627658788
"t","b",10,3,"logistic_model",3,0.00327024280452292,NA,3,0.875833915016421,0.0106674025746139,2.50607468530165,0.14658627658788
"t","b",10,3,"logistic_model",1,0.00782032853735237,NA,3,0.875815955287813,0.0106194551055801,2.50653257337564,0.145292902669749
"t","b",10,3,"logistic_model",0,0.018701222535386,NA,3,0.875866543808928,0.00757156726159807,2.5129301850439,0.147645342190698
"t","b",10,3,"logistic_model",2,0.00782032853735237,NA,3,0.875815955287813,0.0106194551055801,2.50653257337564,0.145292902669749
"t","b",10,3,"logistic_model",1,0.018701222535386,NA,3,0.875779161748879,0.0106180678808266,2.50648996523232,0.145196865955588
"t","b",10,3,"logistic_model",0,0.0447213595499958,NA,3,0.875708027072291,0.00527019520691519,2.5056297507569,0.132784933548947
"t","b",10,3,"logistic_model",3,0.00782032853735237,NA,3,0.875815955287813,0.0106194551055801,2.50653257337564,0.145292902669749
"t","b",10,3,"logistic_model",2,0.018701222535386,NA,3,0.875779161748879,0.0106180678808266,2.50648996523232,0.145196865955588
"t","b",10,3,"logistic_model",0,0.106944880005339,NA,3,0.875449690930814,0.00894101725644822,2.50373164453217,0.146333053225049
"t","b",10,3,"logistic_model",1,0.0447213595499958,NA,3,0.875730408710878,0.0106810211700856,2.50587311936639,0.142718542388628
"t","b",10,3,"logistic_model",3,0.018701222535386,NA,3,0.875779161748879,0.0106180678808266,2.50648996523232,0.145196865955588
"t","b",10,3,"logistic_model",2,0.0447213595499958,NA,3,0.875730408710878,0.0106810211700856,2.50587311936639,0.142718542388628
"t","b",10,3,"logistic_model",0,0.255743731282818,NA,3,0.875035342673351,0.00632118056910786,2.49123411782011,0.130743467830965
"t","b",10,3,"logistic_model",1,0.106944880005339,NA,3,0.875578650102313,0.0108674177919463,2.50374227959076,0.147232672813987
"t","b",10,3,"logistic_model",3,0.0447213595499958,NA,3,0.875730408710878,0.0106810211700856,2.50587311936639,0.142718542388628
"t","b",10,3,"logistic_model",2,0.106944880005339,NA,3,0.875578650102313,0.0108674177919463,2.50374227959076,0.147232672813987
"t","b",10,3,"logistic_model",1,0.255743731282818,NA,3,0.875072101991928,0.0106805611309931,2.49176855480967,0.14165609845796
"t","b",10,3,"logistic_model",0,0.611575384321278,NA,3,0.87412575642138,0.00659964933024679,2.48034522089574,0.140326761416059
