"Train","Validation","K","G","model_type","n_rbf","lambda","c","poly","auc","mad.auc.","ams","mad.ams.","aucv","mad.aucv.","amsv","mad.amsv."
"t","b",10,3,"logistic_model",0,100,NA,2,0.818441050491103,0.0218238239832917,1.81324370675462,0.980797067710531,0.809,0.0311346,1.67073878061199,1.11572354445236
"t","b",10,3,"logistic_model",1,1e-04,1,2,0.822475043210647,0.0204520267138483,1.87592482227694,0.899398744507991,0.791,0.0340998,1.45403102815902,1.20964410887198
"t","b",10,3,"logistic_model",1,0.00316227766016838,NA,2,0.822486278170234,0.0172432991447312,1.8706045055372,0.891637445080233,0.806666666666667,0.0296519999999999,1.57378198241968,1.46030192171967
"t","b",10,3,"logistic_model",1,0.1,NA,2,0.822454580161269,0.0171907578165199,1.87069855679467,0.891703067744855,0.807,0.0311345999999999,1.58744197262749,1.43606674787434
"t","b",10,3,"logistic_model",1,3.16227766016838,NA,2,0.821996736778686,0.017479147850505,1.87183737184293,0.913949674487876,0.810333333333333,0.0311346,1.67946092039225,1.21093573739716
"t","b",10,3,"logistic_model",1,100,NA,2,0.818430950842093,0.0186248196767165,1.81889671094027,0.993431150592958,0.808,0.0340998,1.69072263983173,1.11123259084532
"t","b",10,3,"logistic_model",2,1e-04,1,2,0.822499412019512,0.0173994992202363,1.87167843454506,0.891637445080233,0.79,0.0355824,1.42353704515066,1.27752309405785
"t","b",10,3,"logistic_model",2,0.00316227766016838,NA,2,0.822486278170234,0.0172432991447312,1.8706045055372,0.891637445080233,0.805666666666667,0.0252041999999999,1.56810503715145,1.51845271315256
"t","b",10,3,"logistic_model",2,0.1,NA,2,0.822454580161269,0.0171907578165199,1.87069855679467,0.891703067744855,0.806333333333333,0.0281693999999999,1.58053817127756,1.46431703853228
"t","b",10,3,"logistic_model",2,3.16227766016838,NA,2,0.821996736778686,0.017479147850505,1.87183737184293,0.913949674487876,0.810333333333333,0.0311346,1.67907503809339,1.15299956253408
"t","b",10,3,"logistic_model",2,100,NA,2,0.818430950842093,0.0186248196767165,1.81889671094027,0.993431150592958,0.808,0.0340998,1.69474898588618,1.06923640211879
"t","b",10,3,"logistic_model",3,1e-04,1,2,0.822499412019512,0.0173994992202363,1.87167843454506,0.891637445080233,0.786,0.0059304,1.32734489398098,1.40608814227873
"t","b",10,3,"logistic_model",3,0.00316227766016838,NA,2,0.822486278170234,0.0172432991447312,1.8706045055372,0.891637445080233,0.800333333333333,0.0311345999999999,1.47192704423773,1.83538752450812
"t","b",10,3,"logistic_model",3,0.1,NA,2,0.822454580161269,0.0171907578165199,1.87069855679467,0.891703067744855,0.801,0.0340997999999999,1.48847116153631,1.72309337428313
"t","b",10,3,"logistic_model",3,3.16227766016838,NA,2,0.821996736778686,0.017479147850505,1.87183737184293,0.913949674487876,0.804666666666667,0.0474431999999999,1.63733852966194,1.2825372658104
"t","b",10,3,"logistic_model",3,100,NA,2,0.818430950842093,0.0186248196767165,1.81889671094027,0.993431150592958,0.807666666666667,0.0355824,1.69051922761051,1.067070039032
"t","b",10,3,"logistic_model",4,1e-04,1,2,0.822499412019512,0.0173994992202363,1.87167843454506,0.891637445080233,0.783,0.0014826,1.16145852219961,1.37527275771509
"t","b",10,3,"logistic_model",4,0.00316227766016838,NA,2,0.822486278170234,0.0172432991447312,1.8706045055372,0.891637445080233,0.798666666666667,0.0252041999999999,1.3062650230972,1.56270222851183
"t","b",10,3,"logistic_model",4,0.1,NA,2,0.822454580161269,0.0171907578165199,1.87069855679467,0.891703067744855,0.799333333333333,0.0281693999999999,1.31895755729307,1.56321322325023
"t","b",10,3,"logistic_model",4,3.16227766016838,NA,2,0.821996736778686,0.017479147850505,1.87183737184293,0.913949674487876,0.804333333333333,0.0459605999999999,1.42491472017774,1.86717744344668
"t","b",10,3,"logistic_model",4,100,NA,2,0.818430950842093,0.0186248196767165,1.81889671094027,0.993431150592958,0.808333333333333,0.0340998,1.54471242427363,1.50597314101084
"t","b",10,3,"logistic_model",5,1e-04,1,2,0.822499412019512,0.0173994992202363,1.87167843454506,0.891637445080233,0.768333333333333,0.0133434,1.22740129083528,1.62419853556406
"t","b",10,3,"logistic_model",5,0.00316227766016838,NA,2,0.822486278170234,0.0172432991447312,1.8706045055372,0.891637445080233,0.782666666666667,0.0340998,1.37329061860029,1.77933365127344
"t","b",10,3,"logistic_model",5,0.1,NA,2,0.822454580161269,0.0171907578165199,1.87069855679467,0.891703067744855,0.785666666666667,0.0207564,1.38557393782933,1.78119169381555
"t","b",10,3,"logistic_model",5,3.16227766016838,NA,2,0.821996736778686,0.017479147850505,1.87183737184293,0.913949674487876,0.797666666666667,0.0355823999999999,1.48274090109324,1.67385230354559
"t","b",10,3,"logistic_model",5,100,NA,2,0.818430950842093,0.0186248196767165,1.81889671094027,0.993431150592958,0.798666666666667,0.0400301999999999,1.52399971786068,1.52786532443974
"t","b",10,3,"logistic_model",0,1e-04,1,3,0.809718004003527,0.0626281604864757,1.88493656532086,0.87301100851588,0.797,0.0370649999999999,1.71442557838047,0.871596777779753
"t","b",10,3,"logistic_model",1,1e-04,1,3,0.809651520156881,0.0619366697198067,1.89007814547039,0.869164116307804,0.769333333333333,0.0044478,1.6596499361893,0.721063148483786
"t","b",10,3,"logistic_model",2,1e-04,1,3,0.809744130578289,0.0601353604987892,1.88782209331912,0.896778052386333,0.764,0.0163086,1.62098516081313,0.816004881147825
"t","b",10,3,"logistic_model",0,0.00316227766016838,NA,3,0.809708373881419,0.060851069827517,1.87991108326668,0.882311833551256,0.799,0.0370649999999999,1.70951083766664,0.893159471023767
"t","b",10,3,"logistic_model",1,0.00316227766016838,NA,3,0.809785380848845,0.0605723249310686,1.88694258330221,0.882442000409521,0.771333333333333,0.0044478,1.65498703636752,0.721858816940152
"t","b",10,3,"logistic_model",2,0.00316227766016838,NA,3,0.809785380848845,0.0605723249310686,1.88694258330221,0.882442000409521,0.748666666666667,0.0726474000000001,1.59802367069438,0.85114409875793
"t","b",10,3,"logistic_model",0,0.1,NA,3,0.809808768691706,0.0588160276228439,1.88068300360081,0.873151209875018,0.799,0.0370649999999999,1.7092835650833,0.90260848905698
"t","b",10,3,"logistic_model",1,0.1,NA,3,0.809779736493173,0.0605633158474352,1.88683937249432,0.883556360346127,0.771333333333333,0.0044478,1.65474725653425,0.722088550771592
"t","b",10,3,"logistic_model",0,3.16227766016838,NA,3,0.809803878782823,0.0638149980574985,1.89716255360896,0.880239330684654,0.799,0.0370649999999999,1.70918359706206,0.918808928829235
"t","b",10,3,"logistic_model",2,0.1,NA,3,0.809779736493173,0.0605633158474352,1.88683937249432,0.883556360346127,0.748666666666667,0.0726474000000001,1.59786116159058,0.849807773874233
"t","b",10,3,"logistic_model",0,100,NA,3,0.809224852844104,0.0612618875561857,1.85258428761796,0.947010788000454,0.801,0.0444779999999999,1.69521373998641,0.997294065444388
"t","b",10,3,"logistic_model",1,3.16227766016838,NA,3,0.809788227214158,0.0605254022799429,1.88566800252562,0.880015078379808,0.771333333333333,0.0044478,1.65513224337524,0.725324124944805
"t","b",10,3,"logistic_model",2,3.16227766016838,NA,3,0.809788227214158,0.0605254022799429,1.88566800252562,0.880015078379808,0.749666666666667,0.0741300000000001,1.59808184676188,0.842461073478658
"t","b",10,3,"logistic_model",1,100,NA,3,0.809271413996397,0.0604286737314864,1.85222920126157,0.956143091042388,0.779333333333333,0.0148259999999998,1.64959842289916,0.911489675492637
"t","b",10,3,"logistic_model",3,1e-04,1,3,0.809763730081198,0.0625918212423431,1.88289707526076,0.892192671556883,0.694333333333333,0.140847,1.43397824076238,1.53406437575463
"t","b",10,3,"logistic_model",2,100,NA,3,0.809271413996397,0.0604286737314864,1.85222920126157,0.956143091042388,0.764333333333333,0.0311346,1.60417741503833,0.801447721702828
"t","b",10,3,"logistic_model",4,1e-04,1,3,0.809785738007099,0.0605723249310686,1.88694768541377,0.882442000409521,0.751666666666667,0.0014826,1.60513137938863,0.60753099503808
"t","b",10,3,"logistic_model",3,0.00316227766016838,NA,3,0.809785380848845,0.0605723249310686,1.88694258330221,0.882442000409521,0.776333333333333,0.0103782,1.65287817351753,0.689021014137183
"t","b",10,3,"logistic_model",5,1e-04,1,3,0.809785738007099,0.0605723249310686,1.88694768541377,0.882442000409521,0.729333333333333,0.0059304,1.49262444834757,1.16725305855088
"t","b",10,3,"logistic_model",3,0.1,NA,3,0.809779736493173,0.0605633158474352,1.88683937249432,0.883556360346127,0.776333333333333,0.0103782,1.65264048854646,0.685143518150836
"t","b",10,3,"logistic_model",4,0.00316227766016838,NA,3,0.809785380848845,0.0605723249310686,1.88694258330221,0.882442000409521,0.754,0.0014826,1.60137326064862,0.654706115358024
"t","b",10,3,"logistic_model",5,0.00316227766016838,NA,3,0.809785380848845,0.0605723249310686,1.88694258330221,0.882442000409521,0.732,0.0059304,1.4878539112917,1.18443764056621
"t","b",10,3,"logistic_model",3,3.16227766016838,NA,3,0.809788227214158,0.0605254022799429,1.88566800252562,0.880015078379808,0.774666666666667,0.0029652,1.64702839599667,0.704536834101839
"t","b",10,3,"logistic_model",4,0.1,NA,3,0.809779736493173,0.0605633158474352,1.88683937249432,0.883556360346127,0.754333333333333,0.0014826,1.60110783268286,0.65654799249468
"t","b",10,3,"logistic_model",3,100,NA,3,0.809271413996397,0.0604286737314864,1.85222920126157,0.956143091042388,0.772333333333333,0.00889560000000001,1.62340692607947,0.788060171430552
"t","b",10,3,"logistic_model",5,0.1,NA,3,0.809779736493173,0.0605633158474352,1.88683937249432,0.883556360346127,0.732,0.0059304,1.48786389075073,1.18892070908734
"t","b",10,3,"logistic_model",4,3.16227766016838,NA,3,0.809788227214158,0.0605254022799429,1.88566800252562,0.880015078379808,0.753666666666667,0.0044478,1.59727594940275,0.647002295095717
"t","b",10,3,"logistic_model",4,100,NA,3,0.809271413996397,0.0604286737314864,1.85222920126157,0.956143091042388,0.767,0.0029652,1.58894443129928,0.811152161386644
"t","b",10,3,"logistic_model",5,3.16227766016838,NA,3,0.809788227214158,0.0605254022799429,1.88566800252562,0.880015078379808,0.736666666666667,0.0044478,1.49231071618292,1.17168494338027
"t","b",10,3,"logistic_model",5,100,NA,3,0.809271413996397,0.0604286737314864,1.85222920126157,0.956143091042388,0.770666666666667,0.0296519999999999,1.5500673899209,1.14822138559171
